wb_id;wb_name;wb_project;connection_id;ds_id;ds_name;connection_type;connection_username;ds_url;ds_type
f3038504-c2b6-433f-bb63-c82b7418b1c6;Dépenses auteurs - GED;08 - DAF;2f44c346-332a-4ac1-9595-c06e93bbdce0;a9884e0e-7fdb-4274-bdf8-dfad2f1202cc;AUTEURS_FACTURES_DAF (DAF.AUTEURS_FACTURES_DAF) (DAF);snowflake;tableau;$embedded$_14638325-6e03-4477-97ef-ba56c6be7d6a;snowflake extract
97068ab1-f276-482e-b2e8-30f9bdb654f6;Suivi - Recapture (before Unity);03 - Controlling Technique;0d907ea6-6169-4e1a-9908-c8d898fcfcae;cc2c2bc4-a7a3-43c2-b3d3-8cdbd80363a9;RECAPTURE_ANALYSIS_TAB;snowflake;TABLEAU_FINANCE;$embedded$_33da2fee-23cd-4a40-879c-d34a8efc269f;snowflake extract
cd1d91af-6ffe-4fa8-8956-57d62ab2f5ab;Scores Recaptcha pétitions;11 - Z Reporting NL;bdee4cff-de54-4b9c-8eb4-b7b1c2098f34;29903df0-7efb-4383-9b5a-528063cc6f3c;PETITION_RECAPTCHA_SCORE (TABLEAU.PETITION_RECAPTCHA_SCORE) (TABLEAU);snowflake;tableau_finance;$embedded$_939a47a1-4274-47b4-89a9-d96c8115a845;snowflake extract
911fdd9c-469a-4f16-80af-63b1111bff26;Rawdata Update Time;10 - BI;5c5d63f0-5087-4c9b-bbf4-c74ee81916ca;19570f4a-53cb-4da4-a21b-76a53f5bf8f5;RAWDATA_UPDATE_TIME (TABLEAU.RAWDATA_UPDATE_TIME) (TABLEAU);snowflake;tableau;$embedded$_9681aa86-856d-434d-bdc5-8a05f1ac675b;snowflake extract
0f356fab-75cc-4533-a3ea-c9bfb037146f;Tables de reporting DAF;08 - DAF;993f0bbe-c2dd-473d-96b9-c1ffa28b898e;258f6d84-1d01-45f1-93dd-9032f0a6ebf5;CORTAB_BPSANDACC_INTERCO_BILAN (DAF.CORTAB_BPSANDACC_INTERCO_BILAN) (DAF);snowflake;TABLEAU;$embedded$_53f5bf70-cab1-4a05-9bbb-4cc5497a83cc;snowflake extract
0f356fab-75cc-4533-a3ea-c9bfb037146f;Tables de reporting DAF;08 - DAF;e4e29c5c-59a5-4953-8ed9-f04cd7607030;2a98d334-cfa5-45bc-ad29-12b4e6b4d495;COMPANY_P (SAGE.COMPANY_P) (SAGE);snowflake;TABLEAU;$embedded$_f37df2e9-dc63-4f09-8d3b-8f7e8bbcf277;snowflake extract
0f356fab-75cc-4533-a3ea-c9bfb037146f;Tables de reporting DAF;08 - DAF;c4fbf36a-c4d9-42a3-ad06-c5a6d9c4b297;1c4c931a-2f14-450b-a5c9-8d425480ff46;LIMITE_COMPTES_CASH (DAF.LIMITE_COMPTES_CASH) (DAF);snowflake;TABLEAU;$embedded$_87d6028e-c024-4efd-8cec-a33c82ac90b3;snowflake extract
0f356fab-75cc-4533-a3ea-c9bfb037146f;Tables de reporting DAF;08 - DAF;671042c9-18fc-4fb5-ac13-15d3763647f5;937d541b-3c21-4138-8969-4e1cc748fcd6;CORTAB_SERVICE_BRAND;snowflake;TABLEAU;$embedded$_937caef0-13b4-48ab-bdc0-23a4411986af;snowflake extract
0f356fab-75cc-4533-a3ea-c9bfb037146f;Tables de reporting DAF;08 - DAF;01c420fc-600d-4c0f-934c-ca3a90189eb8;44832d5d-23db-4bf6-a5a9-a3de41f23be5;SAGE_PCPRA_WITH_HISTORIC (DAF.SAGE_PCPRA_WITH_HISTORIC) (DAF);snowflake;tableau;$embedded$_672fd435-b2a5-449f-bacc-175cacdde266;snowflake extract
0f356fab-75cc-4533-a3ea-c9bfb037146f;Tables de reporting DAF;08 - DAF;3c674335-7b11-46e6-bd40-fe7a02d15587;882ba75d-c2cf-4bd4-a7ac-17a0d0a9d6da;TX_TVA_PNL (DAF.TX_TVA_PNL) (DAF);snowflake;TABLEAU;$embedded$_9fd851b5-414a-4f1d-b2d4-3f0883abd17e;snowflake extract
0f356fab-75cc-4533-a3ea-c9bfb037146f;Tables de reporting DAF;08 - DAF;e89b63eb-8dc2-400b-89f6-d22004a45318;fb5fe3e0-9796-4b7f-ab8d-a2c7df3923a5;SAGE_PCDP;snowflake;tableau;$embedded$_3c9c5483-7628-41a6-b228-5731b07922a4;snowflake extract
0f356fab-75cc-4533-a3ea-c9bfb037146f;Tables de reporting DAF;08 - DAF;82f85e11-7a57-4abb-a855-aed22d12c93c;2ec18440-9f08-4c39-8fce-3de3b971880d;TX_XCHANGE_PNL (DAF.TX_XCHANGE_PNL) (DAF);snowflake;TABLEAU;$embedded$_3b376ff8-30af-45d6-99fc-e181314a5fa7;snowflake extract
0f356fab-75cc-4533-a3ea-c9bfb037146f;Tables de reporting DAF;08 - DAF;57b71396-713c-4c64-a86f-481756eb1173;7fd6d6fe-9e8f-4e4e-95b7-0eaf03fdd054;CORTAB_CPY_0_SOCIETE (DAF.CORTAB_CPY_0_SOCIETE) (DAF);snowflake;TABLEAU;$embedded$_0a827ff3-9493-4705-8ea0-43ef9ea13e9a;snowflake extract
0f356fab-75cc-4533-a3ea-c9bfb037146f;Tables de reporting DAF;08 - DAF;fa6fb2dc-5231-42d6-ac7c-0666037d16cd;08515318-ccfe-4546-b218-19a97c65ab7e;ACC_0_SAGE (DAF.ACC_0_SAGE) (DAF);snowflake;TABLEAU;$embedded$_2eec3901-c5b8-4ab6-9f7c-a4b2ca1cb2b7;snowflake extract
0f356fab-75cc-4533-a3ea-c9bfb037146f;Tables de reporting DAF;08 - DAF;2f78d171-0b18-409f-b2e4-399db868f4ce;cbb4b110-4be3-4dba-8074-71c3b6fe66ea;CORTAB_TEXT_BUDGET_FORECAST (DAF.CORTAB_TEXT_BUDGET_FORECAST) (DAF);snowflake;TABLEAU;$embedded$_4ff9632b-ef16-4409-b27a-28455767c845;snowflake extract
0f356fab-75cc-4533-a3ea-c9bfb037146f;Tables de reporting DAF;08 - DAF;fd9e35e1-3bc4-4ea4-bbd5-14c13e6fa0b3;63acc1c2-53cb-47bd-b785-234b9f2da6b3;CORTAB_TRIGRAMME_INTERCO_PNL (DAF.CORTAB_TRIGRAMME_INTERCO_PNL) (DAF);snowflake;TABLEAU;$embedded$_7549888c-8618-48d1-8bf2-540141b3f471;snowflake extract
0f356fab-75cc-4533-a3ea-c9bfb037146f;Tables de reporting DAF;08 - DAF;f3dbc9ce-e391-4eae-94b4-2403a5940a7d;54157d40-9325-424f-a488-b41f8737b135;CORTAB_SOCIETE _POLE(DAF.CORTAB_SOCIETE_POLE) (DAF);snowflake;TABLEAU;$embedded$_f8fdc991-24cc-4a8d-a5dd-9f0882bef423;snowflake extract
0f8d3400-8ff8-4306-85ba-8c5491ac4818;Ledger SalesForce;08 - DAF;6fcda0e1-7f2c-4860-8022-56b1988de9f8;1bc3a8c5-9607-4aaa-8253-518d208e960c;DAE_VF_TAB (LEDGER_V2.DAE_VF_TAB) (LEDGER_V2);snowflake;tableau;$embedded$_434acf92-62b3-416c-9d4d-5e0afacd1ba4;snowflake extract
0f8d3400-8ff8-4306-85ba-8c5491ac4818;Ledger SalesForce;08 - DAF;8a151d50-7aba-4566-9a53-32bb6e073482;46e31d9f-b6e4-493c-938e-d28606247c71;LEDGER_DETAIL (DAF.LEDGER_DETAIL) (DAF);snowflake;tableau;$embedded$_59190f56-930e-4f60-8c00-45861bb58bfd;snowflake extract
2528d150-7ab2-46bb-bbfe-ae6d1a02ef86;Outdated - Stocks;07 - Outdated;a059ee66-d906-47e8-8300-f3f8606c52e1;0a21e05e-17c3-4e76-a02d-21267f882f8a;LRI_STOCKS (TABLEAU.LRI_STOCKS) (TABLEAU);snowflake;tableau;$embedded$_18e0d5e7-3f34-476f-850f-21b504758ce7;snowflake extract
2528d150-7ab2-46bb-bbfe-ae6d1a02ef86;Outdated - Stocks;07 - Outdated;23d47089-2cc7-4db4-a8d1-aa3a804b2d8d;f6a32447-d5af-430f-90e5-ab3d9390a0cb;COMMANDES_ET_STOCKS_P_S (ANALYSE.COMMANDES_ET_STOCKS_P_S) (ANALYSE);snowflake;tableau;$embedded$_016e7d3e-9bfd-40e2-8dc5-5af6726077ff;snowflake extract
2528d150-7ab2-46bb-bbfe-ae6d1a02ef86;Outdated - Stocks;07 - Outdated;f4782d6d-d268-42ce-8775-bf441fc9145b;e0c72d4f-4754-4245-aeec-58962820838a;CORTAB_SF_LRI (TABLEAU.CORTAB_SF_LRI) (TABLEAU);snowflake;tableau;$embedded$_a8f34523-a6c6-4453-8a03-78d541a45ce5;snowflake extract
2528d150-7ab2-46bb-bbfe-ae6d1a02ef86;Outdated - Stocks;07 - Outdated;72ef4abe-4f53-4f54-a08b-2a450d09da45;acc59636-58e5-4c98-a473-1cec09d71d31;Contract;sqlproxy;;$embedded$_ac2e89e9-8305-49f2-af0d-a36e547c7ecd;Tableau datasource
2528d150-7ab2-46bb-bbfe-ae6d1a02ef86;Outdated - Stocks;07 - Outdated;5a6352c1-f54a-464e-b2c0-987aa0370c4b;3dc10b86-8f3a-4793-8e07-6be8b9effd0a;STOCKS_SAGE (TABLEAU.STOCKS_SAGE) (TABLEAU);snowflake;tableau;$embedded$_c29961e4-0360-4687-877e-7a757195702a;snowflake extract
2528d150-7ab2-46bb-bbfe-ae6d1a02ef86;Outdated - Stocks;07 - Outdated;64fb41be-259e-4677-8a62-f49a32076c67;4e1c2c53-d4a3-4122-869f-b68eff98ef76;STOCKS_HISTORISES (ANALYSE.STOCKS_HISTORISES) (ANALYSE);snowflake;tableau;$embedded$_d1ad864c-b4cc-4dc3-8791-f3b5ec6c2e0d;snowflake extract
d89e1097-9c5b-4a84-ae89-48cbdf3e2ec4;Suivi - Transactions Palyance;03 - Controlling Technique;c0ee35ee-2b99-4de9-b612-2743f496cbd4;0f457b0c-3af6-49fc-b62e-9e1b000aef4f;PAL_TRANSACTIONS (TABLEAU.PAL_TRANSACTIONS) (TABLEAU);snowflake;TABLEAU;$embedded$_d552c54e-9adb-40f4-a8b7-8fa0b0b40ae5;snowflake extract
41c0f736-e2d5-4ff1-9813-5625693dbe24;Monitoring - Emails avec Doi.org;03 - Controlling Technique;9b245598-866b-402e-a0f6-03d960d78ca0;9b6f4914-3ca5-4818-b73a-390b420828f9;MONITORING_DOI_ORG_EMAILS (TABLEAU.MONITORING_DOI_ORG_EMAILS) (TABLEAU);snowflake;tableau;$embedded$_0764fa69-9797-4a59-a5fe-9e56e341e65b;snowflake extract
c6fdf774-7498-4526-89fa-067a9a476034;Multi-ads Report;04 - Ad Hoc;ddce84fe-778b-4c87-9e6a-0dab16f098b5;51bd4a28-996d-4b5d-866d-0d5e14d88b2e;MULTI_AD_REPORT_DETAILS (TABLEAU.MULTI_AD_REPORT_DETAILS) (TABLEAU);snowflake;tableau;$embedded$_e3738801-e1d9-44e7-a301-b8482b2e3ab1;snowflake extract
c6fdf774-7498-4526-89fa-067a9a476034;Multi-ads Report;04 - Ad Hoc;5d9bc4fb-d2f5-4bbf-a3ce-04cf4c2aebe6;bfae89d0-abe9-4e2f-8d0d-fafc6928d2de;Multi-ads Report;snowflake;tableau;$embedded$_2361aee8-658b-46c7-b8c4-0e1c39bef210;snowflake extract
a15d1afa-237a-411d-8e10-e94167543cdb;Trafic sur Parcours;04 - Ad Hoc;67ac98e3-14c1-41dc-8036-ca24e8dc5cc3;d02df792-9835-4844-b6b8-955f6cd7ddc0;Trafic sur Parcours;snowflake;tableau;$embedded$_706c0565-3a63-4613-a80d-3f628eea9fed;snowflake extract
eb528257-0737-4b64-99c2-b87df5226125;Partager.io;04 - Ad Hoc;a7b197ff-8848-4b1d-881f-322e69867ddc;d4c5e3d4-f54a-4e21-8954-0df44acedb7a;Contenus;snowflake;tableau;$embedded$_2eec803a-dd94-46fe-8a23-b0293f173509;snowflake extract
eb528257-0737-4b64-99c2-b87df5226125;Partager.io;04 - Ad Hoc;1684ab7b-f673-4c41-9417-f32d63dc0c98;c3444428-2150-41a3-84b2-336f0fe5f9e6;Leads Variation (PAR);snowflake;tableau;$embedded$_d5548b77-c8c3-4cf8-8190-9d2b1e75ec65;snowflake extract
eb528257-0737-4b64-99c2-b87df5226125;Partager.io;04 - Ad Hoc;3a8c0d13-8cdc-424f-a721-8dcaec54ecd0;2b4d4fb5-b69a-42a3-9775-0ecdcfc6e878;Base Partager (publication + users);snowflake;tableau;$embedded$_839b3df9-eeed-47d5-aa9e-0a123107ae9d;snowflake extract
05d8af0c-4c0b-4264-9be3-426122dcb174;Reporting NPA;04 - Ad Hoc;f4bde0b9-af2a-4469-b480-f935a49b1d7b;e27f5fae-e2cd-4042-9d4a-46fe4d05b5c3;Contract;sqlproxy;;$embedded$_224ce2e5-a6ff-47ec-8c77-233b58618a66;Tableau datasource
05d8af0c-4c0b-4264-9be3-426122dcb174;Reporting NPA;04 - Ad Hoc;783e3307-269b-4835-856a-11a4ea5b24a3;228aee61-b147-45ca-beec-76cf2751cf50;KPIs Mensuels Affiliate;sqlproxy;;$embedded$_1eacc5a0-0553-456d-a52a-95187618d87e;Tableau datasource
9e28a6a0-2016-4398-8734-7d37437683eb;Suivi Evolution 1C;07 - Outdated;a34e7fa9-ac63-472d-89e4-19e4072369ce;67feffc1-5c34-4f18-a1ff-af432b8e99f7;Evol Base 1C;snowflake;tableau;$embedded$_5cd0be12-9374-4def-afaf-3146f183fcde;snowflake extract
bdf806aa-5197-497b-a942-f7ad8c16f989;Marketing Cloud Users Roles & Permissions;11 - Z Reporting NL;63fcd3e0-446f-4c98-a90b-3dcbbadcc80a;7c5de318-2f33-45a3-8a68-16ed615d0a21;MC USERS plus ROLES;snowflake;tableau;$embedded$_90f385eb-d1d1-4065-8ca1-6e2653705c5a;snowflake extract
ab4edda9-4299-41e5-9d41-a88c3258ba4d;Budgets;08 - DAF;27ecf4ca-4d39-45bd-a7a9-7a018b32c79a;5827f6e3-b079-4a83-803e-f3950c951131;Prod Déjà Vendu;snowflake;tableau;$embedded$_4cd7903b-d319-4110-b11e-ad81b66eaf22;snowflake extract
ab4edda9-4299-41e5-9d41-a88c3258ba4d;Budgets;08 - DAF;1f7b01bb-4ef3-4ff7-bc82-90b68abbc4d5;5827f6e3-b079-4a83-803e-f3950c951131;Prod Déjà Vendu;googledrive;ffricker@vivara-sa.com;$embedded$_4cd7903b-d319-4110-b11e-ad81b66eaf22;
ab4edda9-4299-41e5-9d41-a88c3258ba4d;Budgets;08 - DAF;09d35e2e-7cf3-4bce-9fb0-5e9f8d02a294;22cfb591-c5c1-4987-a0f5-c1c370f98b70;Pub Comparatif Passé;snowflake;tableau;$embedded$_faac840f-3ccf-482e-8228-be55159251b1;snowflake extract
ab4edda9-4299-41e5-9d41-a88c3258ba4d;Budgets;08 - DAF;31a362df-f79b-4776-831d-31601c2221c5;22cfb591-c5c1-4987-a0f5-c1c370f98b70;Pub Comparatif Passé;googledrive;ffricker@vivara-sa.com;$embedded$_faac840f-3ccf-482e-8228-be55159251b1;
ab4edda9-4299-41e5-9d41-a88c3258ba4d;Budgets;08 - DAF;225e2053-3efd-4866-8698-d336f8c7d487;6ae5727f-30aa-45c4-ac41-671ba01a94e1;Pub Nouvelles Ventes;snowflake;tableau;$embedded$_783aa97a-6978-4b34-b31f-4a8bb1e90659;snowflake extract
ab4edda9-4299-41e5-9d41-a88c3258ba4d;Budgets;08 - DAF;141da987-5c6e-4125-b5b3-1267c771b8ba;6ae5727f-30aa-45c4-ac41-671ba01a94e1;Pub Nouvelles Ventes;googledrive;ffricker@vivara-sa.com;$embedded$_783aa97a-6978-4b34-b31f-4a8bb1e90659;
ab4edda9-4299-41e5-9d41-a88c3258ba4d;Budgets;08 - DAF;4661dd95-3f39-4dd1-9e0e-023d8d30f507;e4f8eb44-cc14-4980-91bf-f8b926a18f0c;Pub Déjà Vendu;snowflake;tableau;$embedded$_f51a003a-6b4d-4c3e-97e3-67485a783e7c;snowflake extract
ab4edda9-4299-41e5-9d41-a88c3258ba4d;Budgets;08 - DAF;62958039-d37e-4422-9a11-20fec3cb42f9;e4f8eb44-cc14-4980-91bf-f8b926a18f0c;Pub Déjà Vendu;googledrive;ffricker@vivara-sa.com;$embedded$_f51a003a-6b4d-4c3e-97e3-67485a783e7c;
ab4edda9-4299-41e5-9d41-a88c3258ba4d;Budgets;08 - DAF;d9c2330b-a352-4be7-a4ca-4c58ce4ef9b9;0bd39903-2e3d-419c-aacf-b1a5820fcdbd;Prod Comparatif Passé;snowflake;tableau;$embedded$_f60a4257-8668-4e26-aaa8-a3239c139020;snowflake extract
ab4edda9-4299-41e5-9d41-a88c3258ba4d;Budgets;08 - DAF;2d756468-5b96-478b-b0a4-8df34c718f01;0bd39903-2e3d-419c-aacf-b1a5820fcdbd;Prod Comparatif Passé;googledrive;ffricker@vivara-sa.com;$embedded$_f60a4257-8668-4e26-aaa8-a3239c139020;
ab4edda9-4299-41e5-9d41-a88c3258ba4d;Budgets;08 - DAF;bf983bce-36bb-4e2d-a83d-caab9b88ea97;8c88ca86-3168-4f77-8dad-95b7b3d7da5c;Prod Nouvelles Ventes;snowflake;tableau;$embedded$_1c51299e-8f8f-48ba-9e57-f56739edc7ac;snowflake extract
ab4edda9-4299-41e5-9d41-a88c3258ba4d;Budgets;08 - DAF;c909dde2-9751-43c5-9f05-bc99332781df;8c88ca86-3168-4f77-8dad-95b7b3d7da5c;Prod Nouvelles Ventes;googledrive;ffricker@vivara-sa.com;$embedded$_1c51299e-8f8f-48ba-9e57-f56739edc7ac;
9c064602-d7e2-41d7-aedb-3a479bfa1e92;P&L Cockpit;11 - Z Reporting NL;8008e3be-bd7b-42d2-b509-fca7b259dc28;c8e78451-ea24-4da9-b475-543cdcbcaa2e;KPIs Mensuels Affiliate;sqlproxy;;$embedded$_5ae076a7-665b-41da-94af-bf39c732f397;Tableau datasource
9c064602-d7e2-41d7-aedb-3a479bfa1e92;P&L Cockpit;11 - Z Reporting NL;5a3d9469-e35b-49c1-8295-138c6ded1cab;9bb3789a-d2df-4c2c-a791-b4b97885f567;PNL_COCKPIT (DAF.PNL_COCKPIT) (DAF);snowflake;tableau;$embedded$_74ae536f-69bb-4421-8a23-b658f4e053ad;snowflake extract
733edaac-80bc-4997-a031-3592c94ee4e8;Leak Parcours;02 - Controlling Marketing;27c2d249-ec00-4d5e-8d06-cb78f77f2e0b;7d9c155c-1553-4f48-a909-ad88c56a31ed;LEAK_PARCOURS (TABLEAU.LEAK_PARCOURS) (TABLEAU);snowflake;tableau;$embedded$_e203e39d-f063-49a0-935e-0d7e8fa15178;snowflake extract
2d834ab2-bfb8-4135-b6e4-f8bf52aca81c;P&L Cockpit NEW;11 - Z Reporting NL;0d378c1d-cf67-44d6-b908-3dff9c891f96;03706ed3-bce4-48a3-b636-f015009e1d6d;PNL_COCKPIT (DAF.PNL_COCKPIT) (DAF);snowflake;tableau;$embedded$_379f5de1-9f53-4df3-9c85-27579c4979be;snowflake extract
2d834ab2-bfb8-4135-b6e4-f8bf52aca81c;P&L Cockpit NEW;11 - Z Reporting NL;9dd9d810-b470-4681-9241-4245760bcab4;6a367e92-9f6d-4b5c-be05-8d51477e301f;KPIs Mensuels Affiliate;sqlproxy;;$embedded$_47140262-af04-4e07-8efe-293c16bc60ec;Tableau datasource
7b6345f5-e53d-4e0f-b683-1cdeda52f714;11- Renewal Report;01 - Marketing;97410ec4-f976-4084-a166-26605bfe53a7;64dff00d-dc11-4c33-ac36-ec1e5d015cc1;Renewal Rates;snowflake;tableau;$embedded$_30d65d60-5617-4545-90e8-c41656b60f7f;snowflake extract
f872ad3e-1f63-4a7e-aa5f-585f346ea736;P&L Cockpit NEW v3;11 - Z Reporting NL;f6c9ee46-87ff-45b1-b4ea-c9a4bbb6ebd2;6173f072-b81c-4b45-9ae0-b196c8eefc9e;PNL_COCKPIT (DAF.PNL_COCKPIT) (DAF);snowflake;tableau;$embedded$_471f8e77-7292-495a-9b60-ba2a7643b1fc;snowflake extract
f872ad3e-1f63-4a7e-aa5f-585f346ea736;P&L Cockpit NEW v3;11 - Z Reporting NL;d7d75cab-217d-4800-a02f-fe373890d6ab;6d6a373b-fcd6-44e9-8505-cb2fe0c91e6d;KPIs Mensuels Affiliate;sqlproxy;;$embedded$_818d65af-9edd-47c7-98f0-3caf8a1981b4;Tableau datasource
1916dd89-a715-400f-b5ee-e8d64585e3a9;Affichages automatiques du numéro de téléphone;06 - Customer Service;af6e75b1-c316-4680-890d-0736dddb95f2;5e9b3c71-098f-4ff4-b5ae-dd91c488ec95;SRC_AFFICHAGE_TELEPHONE_CONTACT (TABLEAU.SRC_AFFICHAGE_TELEPHONE_CONTACT) (TABLEAU);snowflake;tableau;$embedded$_46ade477-cf67-4111-80c1-b980459d2439;snowflake extract
0f3c42e1-a0b8-431d-80f1-329b36e9f675;Fin de contrat TFX;04 - Ad Hoc;b8c6b601-8e6c-4e1c-b77b-132e651f1c77;c6c835e6-a9fb-4d83-9726-91769118158c;Contract;sqlproxy;;$embedded$_4bef2f15-524a-4c6c-a745-c180aa55c46b;Tableau datasource
e031ff85-ed12-4d3f-a3e8-78c46e1b4955;Dashboard Template;10 - BI;468bb565-40c0-41e3-8cfe-f7a54ab27692;a7b79985-86ba-4c57-83b3-76e2d7d89b72;Contract;sqlproxy;;$embedded$_ce8e2222-ae0f-4751-8f46-00d463802f7e;Tableau datasource
132ff6e5-19d4-47ff-862e-04a80d13fa9b;Yearly Sales Origin;04 - Ad Hoc;1bc88b37-b2e8-4bcd-8e39-33b1048d7ede;fc96ddb9-74c6-40a8-bdcb-2561321336ff;YEARLY_REVENUE_ORIGIN (TABLEAU.YEARLY_REVENUE_ORIGIN) (TABLEAU);snowflake;tableau;$embedded$_f020a709-c419-4ec1-8815-57a4bc8bb2c6;snowflake extract
9a135625-ac7c-4e4e-9141-f9d4d0719adf;Service Cloud (Pubfac);06 - Customer Service;2cbfb59d-783c-4fc1-9a30-c060c126082d;5dc8cd93-2709-4cae-80e5-b8acb06595c7;Service Cloud;sqlproxy;;$embedded$_65b8a879-8d6f-49b3-a80f-d7c59db6bbbe;Tableau datasource
9548e1a1-985c-42a6-be59-1aa12d6931c6;Suivi File Size;05 - Beta;3a50eee5-3578-4623-b636-4cf998b65948;3a1b1927-7ae8-4853-b8f4-603dc5f9ce7f;KPIs Mensuels Affiliate;sqlproxy;;$embedded$_a4a130ee-1dcd-41d0-8dfb-d7fcc9049068;Tableau datasource
09d417de-aedf-4756-b570-e120eca5b977;Suivi Coûts AWS;04 - Ad Hoc;c16b5c4c-9482-473e-a11c-15c5b1db509a;75677b73-37b2-4d67-99f0-d59193923a2d;COST_REPORT (COST_REPORT.COST_REPORT) (COST_REPORT);snowflake;tableau;$embedded$_1dcaccec-8dd9-4732-9128-970b09e88d10;snowflake extract
cb4f06b3-723e-468b-b72c-269c6e00b0ab;Monito - SF / MC Cibles 1C;03 - Controlling Technique;95875eec-ac2a-409d-8f19-23476033efa3;2d17dbd9-2cc2-46c4-becb-45ef07e42336;Evol Base 1C;snowflake;tableau;$embedded$_852711ab-0692-448d-8beb-a74cc19392db;snowflake extract
cb4f06b3-723e-468b-b72c-269c6e00b0ab;Monito - SF / MC Cibles 1C;03 - Controlling Technique;83117d46-db1e-4d9f-aa45-fe36ccac093d;29694756-4e50-4f6e-a3a6-486d61e95c17;MONITO_SYNCHRO_1C_PAL_SF (TABLEAU.MONITO_SYNCHRO_1C_PAL_SF) (TABLEAU);snowflake;tableau;$embedded$_ed173621-06fd-467d-972b-04adfe1324b2;snowflake extract
176345bf-8f5c-46d8-8b76-89aa925699ce;Détection manuelle des clients fraudeurs (VBE);04 - Ad Hoc;49148e89-4cda-483f-b1df-07e1d95ce479;9fe298b0-6f1c-4ab9-87c7-ae84712eaa77;Contract;sqlproxy;;$embedded$_f093a7e5-ffcb-45ed-af78-9e37ca219a60;Tableau datasource
538b6a68-c7d0-4834-95a1-8e75dc4cb7db;Appels sans case;05 - Beta;8d896e00-c66c-4e61-ac83-9b7744c37b55;cd4802af-7850-4ec8-904b-254c5103dcc3;Service Cloud (copie locale);snowflake;tableau;$embedded$_3125ad6d-c1a3-4277-9fa9-653354398f21;snowflake extract
538b6a68-c7d0-4834-95a1-8e75dc4cb7db;Appels sans case;05 - Beta;16d2f16e-362f-4eee-9ec9-25c358c6376d;cd4802af-7850-4ec8-904b-254c5103dcc3;Service Cloud (copie locale);snowflake;tableau;$embedded$_3125ad6d-c1a3-4277-9fa9-653354398f21;snowflake extract
4aee9b4c-fe4d-43a7-bbd9-fe43e7c0f9c5;KPIS Dashboards;05 - Beta;dcd856b2-17ec-4ec2-95b7-1e2daa7e3027;bcb988b6-f56d-4183-9bc3-aa564d19ba5f;PNL Contracts;sqlproxy;;$embedded$_f53cb9bb-7b8c-4fd7-9fa6-f4ca03a72d5f;Tableau datasource
4aee9b4c-fe4d-43a7-bbd9-fe43e7c0f9c5;KPIS Dashboards;05 - Beta;65088457-ff1d-4a59-a9a2-e3142e3090ab;4d21145b-bc58-4ed2-847b-66c7b7e93163;MC Job Fix (with BI_SUBS) | Projet : 01 - Marketing;sqlproxy;;$embedded$_e4758320-ae43-4e62-b516-f4fd92c62819;Tableau datasource
56d6a683-7a2a-4917-a646-dde7c6e287c9;Monitoring Unsubs;10 - BI;e49a13c8-4e63-450d-a784-dce49ca6e149;0fd6d7e3-130a-41e7-9aef-de7e76622fb5;XXX (REPORTING.XXX) (FABIEN);snowflake;Tableau;$embedded$_01026cde-ac88-4611-9cbf-fb8e125bcc85;snowflake extract
c5d8056e-da92-4292-9343-5b5b9630b3c3;LTV à date par prix;05 - Beta;bd7a3d65-4a67-4b99-88ba-97b71bd3452f;e60da5d5-f94b-4e6a-834f-fbed3f29f772;TROISDS_PGU (ANALYSE.TROISDS_PGU) (ANALYSE);snowflake;tableau;$embedded$_ec01a1a0-a01c-4326-a3ee-a2921c0f4591;snowflake extract
a6870633-5749-469a-9645-90fff91a3fc9;Evolution du stock;10 - BI;99e4f894-b963-41c1-a1e2-022a4593daae;8d836769-58f8-43f3-841a-7a291c419282;STOCK_HIST (REPORTING.STOCK_HIST) (FABIEN);snowflake;tableau;$embedded$_80f8a356-837b-446f-893e-9472c9f2b72b;snowflake extract
7faea1b4-40b4-4e5d-9df7-304a1fdddaa5;NPS Salesforce;05 - Beta;1f510f6b-bd9b-4290-a653-1c24f7c28022;921ca1cd-acd6-4808-81b5-88b0cefd3a02;NPS_SALESFORCE (AUDREY.NPS_SALESFORCE) (AUDREY);snowflake;tableau;$embedded$_e0db6ae5-e44e-46f5-843b-382ff5ca0749;snowflake extract
f852fadd-6b44-4022-80fc-dd80b52cb3a8;Monitoring Data Source Fabien;10 - BI;39f69999-7e03-4ca8-b030-f710fb64a33d;25b996e3-390e-4d4a-bb3f-d5074a648248;LCT;sqlproxy;;$embedded$_8cc4f45a-91cf-463d-825f-f57ecc2943a7;Tableau datasource
f852fadd-6b44-4022-80fc-dd80b52cb3a8;Monitoring Data Source Fabien;10 - BI;5548810d-6a0d-4dfe-8f7f-61bc94e98918;d6b4db80-8ae3-45d7-bb95-6b86b54f3c9f;Contract;sqlproxy;;$embedded$_680c3b04-88f6-481c-ab34-5e54b79f21e1;Tableau datasource
f852fadd-6b44-4022-80fc-dd80b52cb3a8;Monitoring Data Source Fabien;10 - BI;17437001-750d-4025-ac9c-39561d245138;fe56bbae-4dbf-4c3d-b30f-d8c1ae48631f;Service Cloud;sqlproxy;;$embedded$_09b28e15-8b3c-4fa4-918d-9b7685a802c6;Tableau datasource
